,language,article,date,views
2591,en,bayesian_statistics,14986.0,180.0
2592,en,bayesian_statistics,14987.0,172.0
2593,en,bayesian_statistics,14988.0,173.0
2594,en,bayesian_statistics,14989.0,131.0
2595,en,bayesian_statistics,14990.0,111.0
2596,en,bayesian_statistics,14991.0,141.0
2597,en,bayesian_statistics,14992.0,149.0
2598,en,bayesian_statistics,14993.0,175.0
2599,en,bayesian_statistics,14994.0,147.0
2600,en,bayesian_statistics,14995.0,175.0
2601,en,bayesian_statistics,14996.0,97.0
2602,en,bayesian_statistics,14997.0,102.0
2603,en,bayesian_statistics,14998.0,195.0
2604,en,bayesian_statistics,14999.0,136.0
2605,en,bayesian_statistics,15000.0,150.0
2606,en,bayesian_statistics,15001.0,157.0
2607,en,bayesian_statistics,15002.0,166.0
2608,en,bayesian_statistics,15003.0,85.0
2609,en,bayesian_statistics,15004.0,105.0
2610,en,bayesian_statistics,15005.0,146.0
2611,en,bayesian_statistics,15006.0,174.0
2612,en,bayesian_statistics,15007.0,162.0
2613,en,bayesian_statistics,15008.0,197.0
2614,en,bayesian_statistics,15009.0,124.0
2615,en,bayesian_statistics,15010.0,89.0
2616,en,bayesian_statistics,15011.0,121.0
2617,en,bayesian_statistics,15012.0,183.0
2618,en,bayesian_statistics,15013.0,171.0
2619,en,bayesian_statistics,15014.0,178.0
2620,en,bayesian_statistics,15015.0,179.0
2621,en,bayesian_statistics,15016.0,174.0
2622,en,bayesian_statistics,15017.0,117.0
2623,en,bayesian_statistics,15018.0,121.0
2624,en,bayesian_statistics,15019.0,184.0
2625,en,bayesian_statistics,15020.0,178.0
2626,en,bayesian_statistics,15021.0,179.0
2627,en,bayesian_statistics,15022.0,170.0
2628,en,bayesian_statistics,15023.0,146.0
2629,en,bayesian_statistics,15024.0,114.0
2630,en,bayesian_statistics,15025.0,113.0
2631,en,bayesian_statistics,15026.0,134.0
2632,en,bayesian_statistics,15027.0,196.0
2633,en,bayesian_statistics,15028.0,191.0
2634,en,bayesian_statistics,15029.0,182.0
2635,en,bayesian_statistics,15030.0,152.0
2636,en,bayesian_statistics,15031.0,123.0
2637,en,bayesian_statistics,15032.0,117.0
2638,en,bayesian_statistics,15033.0,169.0
2639,en,bayesian_statistics,15034.0,175.0
2640,en,bayesian_statistics,15035.0,168.0
2641,en,bayesian_statistics,15036.0,182.0
2642,en,bayesian_statistics,15037.0,149.0
2643,en,bayesian_statistics,15038.0,84.0
2644,en,bayesian_statistics,15039.0,112.0
2645,en,bayesian_statistics,15040.0,149.0
2646,en,bayesian_statistics,15041.0,181.0
2647,en,bayesian_statistics,15042.0,168.0
2648,en,bayesian_statistics,15043.0,161.0
2649,en,bayesian_statistics,15044.0,126.0
2650,en,bayesian_statistics,15045.0,93.0
2651,en,bayesian_statistics,15046.0,115.0
2652,en,bayesian_statistics,15047.0,169.0
2653,en,bayesian_statistics,15048.0,162.0
2654,en,bayesian_statistics,15049.0,200.0
2655,en,bayesian_statistics,15050.0,162.0
2656,en,bayesian_statistics,15051.0,162.0
2657,en,bayesian_statistics,15052.0,75.0
2658,en,bayesian_statistics,15053.0,82.0
2659,en,bayesian_statistics,15054.0,152.0
2660,en,bayesian_statistics,15055.0,176.0
2661,en,bayesian_statistics,15056.0,163.0
2662,en,bayesian_statistics,15057.0,125.0
2663,en,bayesian_statistics,15058.0,123.0
2664,en,bayesian_statistics,15059.0,91.0
2665,en,bayesian_statistics,15060.0,86.0
2666,en,bayesian_statistics,15061.0,154.0
2667,en,bayesian_statistics,15062.0,156.0
2668,en,bayesian_statistics,15063.0,144.0
2669,en,bayesian_statistics,15064.0,135.0
2670,en,bayesian_statistics,15065.0,116.0
2671,en,bayesian_statistics,15066.0,80.0
2672,en,bayesian_statistics,15067.0,84.0
2673,en,bayesian_statistics,15068.0,139.0
2674,en,bayesian_statistics,15069.0,151.0
2675,en,bayesian_statistics,15070.0,173.0
2676,en,bayesian_statistics,15071.0,151.0
2677,en,bayesian_statistics,15072.0,124.0
2678,en,bayesian_statistics,15073.0,62.0
2679,en,bayesian_statistics,15074.0,65.0
2680,en,bayesian_statistics,15075.0,141.0
2681,en,bayesian_statistics,15076.0,141.0
2682,en,bayesian_statistics,15077.0,129.0
2683,en,bayesian_statistics,15078.0,169.0
2684,en,bayesian_statistics,15079.0,146.0
2685,en,bayesian_statistics,15080.0,76.0
2686,en,bayesian_statistics,15081.0,86.0
2687,en,bayesian_statistics,15082.0,146.0
2688,en,bayesian_statistics,15083.0,144.0
2689,en,bayesian_statistics,15084.0,126.0
2690,en,bayesian_statistics,15085.0,126.0
2691,en,bayesian_statistics,15086.0,81.0
2692,en,bayesian_statistics,15087.0,72.0
2693,en,bayesian_statistics,15088.0,70.0
2694,en,bayesian_statistics,15089.0,92.0
2695,en,bayesian_statistics,15090.0,142.0
2696,en,bayesian_statistics,15091.0,137.0
2697,en,bayesian_statistics,15092.0,151.0
2698,en,bayesian_statistics,15093.0,117.0
2699,en,bayesian_statistics,15094.0,66.0
2700,en,bayesian_statistics,15095.0,80.0
2701,en,bayesian_statistics,15096.0,108.0
2702,en,bayesian_statistics,15097.0,142.0
2703,en,bayesian_statistics,15098.0,138.0
2704,en,bayesian_statistics,15099.0,161.0
2705,en,bayesian_statistics,15100.0,130.0
2706,en,bayesian_statistics,15101.0,80.0
2707,en,bayesian_statistics,15102.0,70.0
2708,en,bayesian_statistics,15103.0,150.0
2709,en,bayesian_statistics,15104.0,163.0
2710,en,bayesian_statistics,15105.0,138.0
2711,en,bayesian_statistics,15106.0,128.0
2712,en,bayesian_statistics,15107.0,136.0
2713,en,bayesian_statistics,15108.0,80.0
2714,en,bayesian_statistics,15109.0,83.0
2715,en,bayesian_statistics,15110.0,122.0
2716,en,bayesian_statistics,15111.0,120.0
2717,en,bayesian_statistics,15112.0,136.0
2718,en,bayesian_statistics,15113.0,156.0
2719,en,bayesian_statistics,15114.0,130.0
2720,en,bayesian_statistics,15115.0,59.0
2721,en,bayesian_statistics,15116.0,102.0
2722,en,bayesian_statistics,15117.0,135.0
2723,en,bayesian_statistics,15118.0,139.0
2724,en,bayesian_statistics,15119.0,134.0
2725,en,bayesian_statistics,15120.0,123.0
2726,en,bayesian_statistics,15121.0,112.0
2727,en,bayesian_statistics,15122.0,73.0
2728,en,bayesian_statistics,15123.0,59.0
2729,en,bayesian_statistics,15124.0,0.0
2730,en,bayesian_statistics,15125.0,121.0
2731,en,bayesian_statistics,15126.0,133.0
2732,en,bayesian_statistics,15127.0,126.0
2733,en,bayesian_statistics,15128.0,88.0
2734,en,bayesian_statistics,15129.0,95.0
2735,en,bayesian_statistics,15130.0,79.0
2736,en,bayesian_statistics,15131.0,126.0
2737,en,bayesian_statistics,15132.0,122.0
2738,en,bayesian_statistics,15133.0,113.0
2739,en,bayesian_statistics,15134.0,129.0
2740,en,bayesian_statistics,15135.0,118.0
2741,en,bayesian_statistics,15136.0,70.0
2742,en,bayesian_statistics,15137.0,79.0
2743,en,bayesian_statistics,15138.0,108.0
2744,en,bayesian_statistics,15139.0,104.0
2745,en,bayesian_statistics,15140.0,133.0
2746,en,bayesian_statistics,15141.0,133.0
2747,en,bayesian_statistics,15142.0,128.0
2748,en,bayesian_statistics,15143.0,74.0
2749,en,bayesian_statistics,15144.0,84.0
2750,en,bayesian_statistics,15145.0,129.0
2751,en,bayesian_statistics,15146.0,166.0
2752,en,bayesian_statistics,15147.0,118.0
2753,en,bayesian_statistics,15148.0,107.0
2754,en,bayesian_statistics,15149.0,97.0
2755,en,bayesian_statistics,15150.0,61.0
2756,en,bayesian_statistics,15151.0,68.0
2757,en,bayesian_statistics,15152.0,116.0
2758,en,bayesian_statistics,15153.0,134.0
2759,en,bayesian_statistics,15154.0,142.0
2760,en,bayesian_statistics,15155.0,129.0
2761,en,bayesian_statistics,15156.0,103.0
2762,en,bayesian_statistics,15157.0,62.0
2763,en,bayesian_statistics,15158.0,73.0
2764,en,bayesian_statistics,15159.0,117.0
2765,en,bayesian_statistics,15160.0,128.0
2766,en,bayesian_statistics,15161.0,118.0
2767,en,bayesian_statistics,15162.0,120.0
2768,en,bayesian_statistics,15163.0,114.0
2769,en,bayesian_statistics,15164.0,68.0
2770,en,bayesian_statistics,15165.0,66.0
2771,en,bayesian_statistics,15166.0,106.0
2772,en,bayesian_statistics,15167.0,110.0
2773,en,bayesian_statistics,15168.0,130.0
2774,en,bayesian_statistics,15169.0,121.0
2775,en,bayesian_statistics,15170.0,105.0
2776,en,bayesian_statistics,15171.0,57.0
2777,en,bayesian_statistics,15172.0,48.0
2778,en,bayesian_statistics,15173.0,100.0
2779,en,bayesian_statistics,15174.0,110.0
2780,en,bayesian_statistics,15175.0,112.0
2781,en,bayesian_statistics,15176.0,122.0
2782,en,bayesian_statistics,15177.0,127.0
2783,en,bayesian_statistics,15178.0,45.0
2784,en,bayesian_statistics,15179.0,86.0
2785,en,bayesian_statistics,15180.0,120.0
2786,en,bayesian_statistics,15181.0,174.0
2787,en,bayesian_statistics,15182.0,215.0
2788,en,bayesian_statistics,15183.0,166.0
2789,en,bayesian_statistics,15184.0,144.0
2790,en,bayesian_statistics,15185.0,76.0
2791,en,bayesian_statistics,15186.0,68.0
2792,en,bayesian_statistics,15187.0,155.0
2793,en,bayesian_statistics,15188.0,146.0
2794,en,bayesian_statistics,15189.0,151.0
2795,en,bayesian_statistics,15190.0,136.0
2796,en,bayesian_statistics,15191.0,126.0
2797,en,bayesian_statistics,15192.0,78.0
2798,en,bayesian_statistics,15193.0,85.0
2799,en,bayesian_statistics,15194.0,121.0
2800,en,bayesian_statistics,15195.0,153.0
2801,en,bayesian_statistics,15196.0,158.0
2802,en,bayesian_statistics,15197.0,167.0
2803,en,bayesian_statistics,15198.0,133.0
2804,en,bayesian_statistics,15199.0,86.0
2805,en,bayesian_statistics,15200.0,97.0
2806,en,bayesian_statistics,15201.0,121.0
2807,en,bayesian_statistics,15202.0,268.0
2808,en,bayesian_statistics,15203.0,250.0
2809,en,bayesian_statistics,15204.0,252.0
2810,en,bayesian_statistics,15205.0,245.0
2811,en,bayesian_statistics,15206.0,150.0
2812,en,bayesian_statistics,15207.0,160.0
2813,en,bayesian_statistics,15208.0,207.0
2814,en,bayesian_statistics,15209.0,272.0
2815,en,bayesian_statistics,15210.0,246.0
2816,en,bayesian_statistics,15211.0,230.0
2817,en,bayesian_statistics,15212.0,243.0
2818,en,bayesian_statistics,15213.0,140.0
2819,en,bayesian_statistics,15214.0,134.0
2820,en,bayesian_statistics,15215.0,249.0
2821,en,bayesian_statistics,15216.0,274.0
2822,en,bayesian_statistics,15217.0,271.0
2823,en,bayesian_statistics,15218.0,254.0
2824,en,bayesian_statistics,15219.0,236.0
2825,en,bayesian_statistics,15220.0,143.0
2826,en,bayesian_statistics,15221.0,160.0
2827,en,bayesian_statistics,15222.0,219.0
2828,en,bayesian_statistics,15223.0,253.0
2829,en,bayesian_statistics,15224.0,312.0
2830,en,bayesian_statistics,15225.0,266.0
2831,en,bayesian_statistics,15226.0,243.0
2832,en,bayesian_statistics,15227.0,167.0
2833,en,bayesian_statistics,15228.0,169.0
2834,en,bayesian_statistics,15229.0,225.0
2835,en,bayesian_statistics,15230.0,213.0
2836,en,bayesian_statistics,15231.0,306.0
2837,en,bayesian_statistics,15232.0,359.0
2838,en,bayesian_statistics,15233.0,247.0
2839,en,bayesian_statistics,15234.0,166.0
2840,en,bayesian_statistics,15235.0,140.0
2841,en,bayesian_statistics,15236.0,266.0
2842,en,bayesian_statistics,15237.0,258.0
2843,en,bayesian_statistics,15238.0,271.0
2844,en,bayesian_statistics,15239.0,288.0
2845,en,bayesian_statistics,15240.0,264.0
2846,en,bayesian_statistics,15241.0,164.0
2847,en,bayesian_statistics,15242.0,184.0
2848,en,bayesian_statistics,15243.0,253.0
2849,en,bayesian_statistics,15244.0,258.0
2850,en,bayesian_statistics,15245.0,297.0
2851,en,bayesian_statistics,15246.0,302.0
2852,en,bayesian_statistics,15247.0,265.0
2853,en,bayesian_statistics,15248.0,182.0
2854,en,bayesian_statistics,15249.0,203.0
2855,en,bayesian_statistics,15250.0,306.0
2856,en,bayesian_statistics,15251.0,342.0
2857,en,bayesian_statistics,15252.0,341.0
2858,en,bayesian_statistics,15253.0,321.0
2859,en,bayesian_statistics,15254.0,331.0
2860,en,bayesian_statistics,15255.0,145.0
2861,en,bayesian_statistics,15256.0,205.0
2862,en,bayesian_statistics,15257.0,317.0
2863,en,bayesian_statistics,15258.0,394.0
2864,en,bayesian_statistics,15259.0,349.0
2865,en,bayesian_statistics,15260.0,363.0
2866,en,bayesian_statistics,15261.0,340.0
2867,en,bayesian_statistics,15262.0,212.0
2868,en,bayesian_statistics,15263.0,227.0
2869,en,bayesian_statistics,15264.0,348.0
2870,en,bayesian_statistics,15265.0,350.0
2871,en,bayesian_statistics,15266.0,377.0
2872,en,bayesian_statistics,15267.0,379.0
2873,en,bayesian_statistics,15268.0,355.0
2874,en,bayesian_statistics,15269.0,165.0
2875,en,bayesian_statistics,15270.0,212.0
2876,en,bayesian_statistics,15271.0,357.0
2877,en,bayesian_statistics,15272.0,365.0
2878,en,bayesian_statistics,15273.0,406.0
2879,en,bayesian_statistics,15274.0,377.0
2880,en,bayesian_statistics,15275.0,326.0
2881,en,bayesian_statistics,15276.0,172.0
2882,en,bayesian_statistics,15277.0,193.0
2883,en,bayesian_statistics,15278.0,407.0
2884,en,bayesian_statistics,15279.0,443.0
2885,en,bayesian_statistics,15280.0,451.0
2886,en,bayesian_statistics,15281.0,397.0
2887,en,bayesian_statistics,15282.0,321.0
2888,en,bayesian_statistics,15283.0,203.0
2889,en,bayesian_statistics,15284.0,227.0
2890,en,bayesian_statistics,15285.0,410.0
2891,en,bayesian_statistics,15286.0,412.0
2892,en,bayesian_statistics,15287.0,463.0
2893,en,bayesian_statistics,15288.0,409.0
2894,en,bayesian_statistics,15289.0,337.0
2895,en,bayesian_statistics,15290.0,219.0
2896,en,bayesian_statistics,15291.0,230.0
2897,en,bayesian_statistics,15292.0,418.0
2898,en,bayesian_statistics,15293.0,398.0
2899,en,bayesian_statistics,15294.0,421.0
2900,en,bayesian_statistics,15295.0,412.0
2901,en,bayesian_statistics,15296.0,0.0
2902,en,bayesian_statistics,15297.0,195.0
2903,en,bayesian_statistics,15298.0,229.0
2904,en,bayesian_statistics,15299.0,359.0
2905,en,bayesian_statistics,15300.0,377.0
2906,en,bayesian_statistics,15301.0,345.0
2907,en,bayesian_statistics,15302.0,336.0
2908,en,bayesian_statistics,15303.0,255.0
2909,en,bayesian_statistics,15304.0,222.0
2910,en,bayesian_statistics,15305.0,219.0
2911,en,bayesian_statistics,15306.0,427.0
2912,en,bayesian_statistics,15307.0,415.0
2913,en,bayesian_statistics,15308.0,394.0
2914,en,bayesian_statistics,15309.0,0.0
2915,en,bayesian_statistics,15310.0,337.0
2916,en,bayesian_statistics,15311.0,224.0
2917,en,bayesian_statistics,15312.0,255.0
2918,en,bayesian_statistics,15313.0,420.0
2919,en,bayesian_statistics,15314.0,387.0
2920,en,bayesian_statistics,15315.0,422.0
2921,en,bayesian_statistics,15316.0,344.0
2922,en,bayesian_statistics,15317.0,362.0
2923,en,bayesian_statistics,15318.0,213.0
2924,en,bayesian_statistics,15319.0,240.0
2925,en,bayesian_statistics,15320.0,381.0
2926,en,bayesian_statistics,15321.0,387.0
2927,en,bayesian_statistics,15322.0,374.0
2928,en,bayesian_statistics,15323.0,363.0
2929,en,bayesian_statistics,15324.0,351.0
2930,en,bayesian_statistics,15325.0,191.0
2931,en,bayesian_statistics,15326.0,186.0
2932,en,bayesian_statistics,15327.0,305.0
2933,en,bayesian_statistics,15328.0,285.0
2934,en,bayesian_statistics,15329.0,233.0
2935,en,bayesian_statistics,15330.0,226.0
2936,en,bayesian_statistics,15331.0,14.0
2937,en,bayesian_statistics,15332.0,0.0
2938,en,bayesian_statistics,15333.0,0.0
2939,en,bayesian_statistics,15334.0,75.0
2940,en,bayesian_statistics,15335.0,246.0
2941,en,bayesian_statistics,15336.0,267.0
2942,en,bayesian_statistics,15337.0,247.0
2943,en,bayesian_statistics,15338.0,240.0
2944,en,bayesian_statistics,15339.0,133.0
1,en,bayesian_statistics,15340.0,148.0
2,en,bayesian_statistics,15341.0,230.0
3,en,bayesian_statistics,15342.0,309.0
4,en,bayesian_statistics,15343.0,346.0
5,en,bayesian_statistics,15344.0,341.0
6,en,bayesian_statistics,15345.0,576.0
7,en,bayesian_statistics,15346.0,207.0
8,en,bayesian_statistics,15347.0,223.0
9,en,bayesian_statistics,15348.0,384.0
10,en,bayesian_statistics,15349.0,400.0
11,en,bayesian_statistics,15350.0,434.0
12,en,bayesian_statistics,15351.0,419.0
13,en,bayesian_statistics,15352.0,370.0
14,en,bayesian_statistics,15353.0,237.0
15,en,bayesian_statistics,15354.0,240.0
16,en,bayesian_statistics,15355.0,384.0
17,en,bayesian_statistics,15356.0,461.0
18,en,bayesian_statistics,15357.0,360.0
19,en,bayesian_statistics,15358.0,366.0
20,en,bayesian_statistics,15359.0,358.0
21,en,bayesian_statistics,15360.0,256.0
22,en,bayesian_statistics,15361.0,222.0
23,en,bayesian_statistics,15362.0,409.0
24,en,bayesian_statistics,15363.0,423.0
25,en,bayesian_statistics,15364.0,363.0
26,en,bayesian_statistics,15365.0,402.0
27,en,bayesian_statistics,15366.0,339.0
28,en,bayesian_statistics,15367.0,246.0
29,en,bayesian_statistics,15368.0,256.0
30,en,bayesian_statistics,15369.0,386.0
31,en,bayesian_statistics,15370.0,396.0
32,en,bayesian_statistics,15371.0,443.0
33,en,bayesian_statistics,15372.0,404.0
34,en,bayesian_statistics,15373.0,364.0
35,en,bayesian_statistics,15374.0,220.0
36,en,bayesian_statistics,15375.0,233.0
37,en,bayesian_statistics,15376.0,437.0
38,en,bayesian_statistics,15377.0,403.0
39,en,bayesian_statistics,15378.0,448.0
40,en,bayesian_statistics,15379.0,422.0
41,en,bayesian_statistics,15380.0,385.0
42,en,bayesian_statistics,15381.0,232.0
43,en,bayesian_statistics,15382.0,239.0
44,en,bayesian_statistics,15383.0,442.0
45,en,bayesian_statistics,15384.0,427.0
46,en,bayesian_statistics,15385.0,382.0
47,en,bayesian_statistics,15386.0,446.0
48,en,bayesian_statistics,15387.0,397.0
49,en,bayesian_statistics,15388.0,224.0
50,en,bayesian_statistics,15389.0,238.0
51,en,bayesian_statistics,15390.0,361.0
52,en,bayesian_statistics,15391.0,423.0
53,en,bayesian_statistics,15392.0,402.0
54,en,bayesian_statistics,15393.0,449.0
55,en,bayesian_statistics,15394.0,420.0
56,en,bayesian_statistics,15395.0,206.0
57,en,bayesian_statistics,15396.0,261.0
58,en,bayesian_statistics,15397.0,406.0
59,en,bayesian_statistics,15398.0,436.0
60,en,bayesian_statistics,15399.0,417.0
61,en,bayesian_statistics,15400.0,384.0
62,en,bayesian_statistics,15401.0,382.0
63,en,bayesian_statistics,15402.0,243.0
64,en,bayesian_statistics,15403.0,274.0
65,en,bayesian_statistics,15404.0,428.0
66,en,bayesian_statistics,15405.0,432.0
67,en,bayesian_statistics,15406.0,405.0
68,en,bayesian_statistics,15407.0,387.0
69,en,bayesian_statistics,15408.0,381.0
70,en,bayesian_statistics,15409.0,231.0
71,en,bayesian_statistics,15410.0,226.0
72,en,bayesian_statistics,15411.0,379.0
73,en,bayesian_statistics,15412.0,451.0
74,en,bayesian_statistics,15413.0,388.0
75,en,bayesian_statistics,15414.0,357.0
76,en,bayesian_statistics,15415.0,364.0
77,en,bayesian_statistics,15416.0,198.0
78,en,bayesian_statistics,15417.0,228.0
79,en,bayesian_statistics,15418.0,438.0
80,en,bayesian_statistics,15419.0,457.0
81,en,bayesian_statistics,15420.0,414.0
82,en,bayesian_statistics,15421.0,383.0
83,en,bayesian_statistics,15422.0,337.0
84,en,bayesian_statistics,15423.0,203.0
85,en,bayesian_statistics,15424.0,249.0
86,en,bayesian_statistics,15425.0,408.0
87,en,bayesian_statistics,15426.0,434.0
88,en,bayesian_statistics,15427.0,475.0
89,en,bayesian_statistics,15428.0,446.0
90,en,bayesian_statistics,15429.0,358.0
91,en,bayesian_statistics,15430.0,195.0
92,en,bayesian_statistics,15431.0,246.0
93,en,bayesian_statistics,15432.0,415.0
94,en,bayesian_statistics,15433.0,411.0
95,en,bayesian_statistics,15434.0,422.0
96,en,bayesian_statistics,15435.0,341.0
97,en,bayesian_statistics,15436.0,305.0
98,en,bayesian_statistics,15437.0,203.0
99,en,bayesian_statistics,15438.0,231.0
100,en,bayesian_statistics,15439.0,331.0
101,en,bayesian_statistics,15440.0,430.0
102,en,bayesian_statistics,15441.0,410.0
103,en,bayesian_statistics,15442.0,408.0
104,en,bayesian_statistics,15443.0,359.0
105,en,bayesian_statistics,15444.0,252.0
106,en,bayesian_statistics,15445.0,239.0
107,en,bayesian_statistics,15446.0,442.0
108,en,bayesian_statistics,15447.0,444.0
109,en,bayesian_statistics,15448.0,459.0
110,en,bayesian_statistics,15449.0,456.0
111,en,bayesian_statistics,15450.0,345.0
112,en,bayesian_statistics,15451.0,220.0
113,en,bayesian_statistics,15452.0,300.0
114,en,bayesian_statistics,15453.0,490.0
115,en,bayesian_statistics,15454.0,467.0
116,en,bayesian_statistics,15455.0,428.0
117,en,bayesian_statistics,15456.0,470.0
118,en,bayesian_statistics,15457.0,422.0
119,en,bayesian_statistics,15458.0,282.0
120,en,bayesian_statistics,15459.0,235.0
121,en,bayesian_statistics,15460.0,402.0
122,en,bayesian_statistics,15461.0,445.0
123,en,bayesian_statistics,15462.0,465.0
124,en,bayesian_statistics,15463.0,468.0
125,en,bayesian_statistics,15464.0,417.0
126,en,bayesian_statistics,15465.0,255.0
127,en,bayesian_statistics,15466.0,236.0
128,en,bayesian_statistics,15467.0,365.0
129,en,bayesian_statistics,15468.0,467.0
130,en,bayesian_statistics,15469.0,447.0
131,en,bayesian_statistics,15470.0,421.0
132,en,bayesian_statistics,15471.0,416.0
133,en,bayesian_statistics,15472.0,249.0
134,en,bayesian_statistics,15473.0,225.0
135,en,bayesian_statistics,15474.0,469.0
136,en,bayesian_statistics,15475.0,442.0
137,en,bayesian_statistics,15476.0,438.0
138,en,bayesian_statistics,15477.0,444.0
139,en,bayesian_statistics,15478.0,337.0
140,en,bayesian_statistics,15479.0,228.0
141,en,bayesian_statistics,15480.0,219.0
142,en,bayesian_statistics,15481.0,422.0
143,en,bayesian_statistics,15482.0,489.0
144,en,bayesian_statistics,15483.0,418.0
145,en,bayesian_statistics,15484.0,385.0
146,en,bayesian_statistics,15485.0,367.0
147,en,bayesian_statistics,15486.0,243.0
148,en,bayesian_statistics,15487.0,292.0
149,en,bayesian_statistics,15488.0,400.0
150,en,bayesian_statistics,15489.0,424.0
151,en,bayesian_statistics,15490.0,452.0
152,en,bayesian_statistics,15491.0,452.0
153,en,bayesian_statistics,15492.0,369.0
154,en,bayesian_statistics,15493.0,200.0
155,en,bayesian_statistics,15494.0,234.0
156,en,bayesian_statistics,15495.0,388.0
157,en,bayesian_statistics,15496.0,430.0
158,en,bayesian_statistics,15497.0,374.0
159,en,bayesian_statistics,15498.0,431.0
160,en,bayesian_statistics,15499.0,310.0
161,en,bayesian_statistics,15500.0,204.0
162,en,bayesian_statistics,15501.0,247.0
163,en,bayesian_statistics,15502.0,413.0
164,en,bayesian_statistics,15503.0,378.0
165,en,bayesian_statistics,15504.0,367.0
166,en,bayesian_statistics,15505.0,372.0
167,en,bayesian_statistics,15506.0,323.0
168,en,bayesian_statistics,15507.0,185.0
169,en,bayesian_statistics,15508.0,211.0
170,en,bayesian_statistics,15509.0,379.0
171,en,bayesian_statistics,15510.0,409.0
172,en,bayesian_statistics,15511.0,409.0
173,en,bayesian_statistics,15512.0,412.0
174,en,bayesian_statistics,15513.0,354.0
175,en,bayesian_statistics,15514.0,228.0
176,en,bayesian_statistics,15515.0,243.0
177,en,bayesian_statistics,15516.0,383.0
178,en,bayesian_statistics,15517.0,442.0
179,en,bayesian_statistics,15518.0,398.0
180,en,bayesian_statistics,15519.0,361.0
181,en,bayesian_statistics,15520.0,343.0
182,en,bayesian_statistics,15521.0,183.0
183,en,bayesian_statistics,15522.0,197.0
184,en,bayesian_statistics,15523.0,0.0
185,en,bayesian_statistics,15524.0,402.0
186,en,bayesian_statistics,15525.0,306.0
187,en,bayesian_statistics,15526.0,368.0
188,en,bayesian_statistics,15527.0,356.0
189,en,bayesian_statistics,15528.0,243.0
190,en,bayesian_statistics,15529.0,229.0
191,en,bayesian_statistics,15530.0,385.0
192,en,bayesian_statistics,15531.0,419.0
193,en,bayesian_statistics,15532.0,415.0
194,en,bayesian_statistics,15533.0,393.0
195,en,bayesian_statistics,15534.0,308.0
196,en,bayesian_statistics,15535.0,200.0
197,en,bayesian_statistics,15536.0,0.0
198,en,bayesian_statistics,15537.0,494.0
199,en,bayesian_statistics,15538.0,430.0
200,en,bayesian_statistics,15539.0,396.0
201,en,bayesian_statistics,15540.0,390.0
202,en,bayesian_statistics,15541.0,313.0
203,en,bayesian_statistics,15542.0,179.0
204,en,bayesian_statistics,15543.0,218.0
205,en,bayesian_statistics,15544.0,412.0
206,en,bayesian_statistics,15545.0,434.0
207,en,bayesian_statistics,15546.0,400.0
208,en,bayesian_statistics,15547.0,390.0
209,en,bayesian_statistics,15548.0,311.0
210,en,bayesian_statistics,15549.0,172.0
211,en,bayesian_statistics,15550.0,238.0
212,en,bayesian_statistics,15551.0,366.0
213,en,bayesian_statistics,15552.0,371.0
214,en,bayesian_statistics,15553.0,337.0
215,en,bayesian_statistics,15554.0,355.0
216,en,bayesian_statistics,15555.0,305.0
217,en,bayesian_statistics,15556.0,172.0
218,en,bayesian_statistics,15557.0,188.0
219,en,bayesian_statistics,15558.0,328.0
220,en,bayesian_statistics,15559.0,380.0
221,en,bayesian_statistics,15560.0,320.0
222,en,bayesian_statistics,15561.0,339.0
223,en,bayesian_statistics,15562.0,324.0
224,en,bayesian_statistics,15563.0,200.0
225,en,bayesian_statistics,15564.0,180.0
226,en,bayesian_statistics,15565.0,383.0
227,en,bayesian_statistics,15566.0,415.0
228,en,bayesian_statistics,15567.0,396.0
229,en,bayesian_statistics,15568.0,402.0
230,en,bayesian_statistics,15569.0,354.0
231,en,bayesian_statistics,15570.0,212.0
232,en,bayesian_statistics,15571.0,198.0
233,en,bayesian_statistics,15572.0,395.0
234,en,bayesian_statistics,15573.0,362.0
235,en,bayesian_statistics,15574.0,393.0
236,en,bayesian_statistics,15575.0,384.0
237,en,bayesian_statistics,15576.0,361.0
238,en,bayesian_statistics,15577.0,234.0
239,en,bayesian_statistics,15578.0,196.0
240,en,bayesian_statistics,15579.0,391.0
241,en,bayesian_statistics,15580.0,411.0
242,en,bayesian_statistics,15581.0,387.0
243,en,bayesian_statistics,15582.0,439.0
244,en,bayesian_statistics,15583.0,360.0
245,en,bayesian_statistics,15584.0,226.0
246,en,bayesian_statistics,15585.0,240.0
247,en,bayesian_statistics,15586.0,367.0
248,en,bayesian_statistics,15587.0,482.0
249,en,bayesian_statistics,15588.0,469.0
250,en,bayesian_statistics,15589.0,454.0
251,en,bayesian_statistics,15590.0,385.0
252,en,bayesian_statistics,15591.0,233.0
253,en,bayesian_statistics,15592.0,277.0
254,en,bayesian_statistics,15593.0,477.0
255,en,bayesian_statistics,15594.0,500.0
256,en,bayesian_statistics,15595.0,493.0
257,en,bayesian_statistics,15596.0,461.0
258,en,bayesian_statistics,15597.0,382.0
259,en,bayesian_statistics,15598.0,221.0
260,en,bayesian_statistics,15599.0,268.0
261,en,bayesian_statistics,15600.0,500.0
262,en,bayesian_statistics,15601.0,450.0
263,en,bayesian_statistics,15602.0,521.0
264,en,bayesian_statistics,15603.0,491.0
265,en,bayesian_statistics,15604.0,422.0
